Enhetsnamn,Rn-sniffer
Enhets-SN,HA02EQ000142
Radonenhet,Bq/m3
Antal data,2260
Varaktighet,01/09/2024 ~ 30/11/2024
Mättid,Radonavläsning per timme
24/11/2024 07:39,208
24/11/2024 08:39,211
24/11/2024 09:39,230
24/11/2024 10:39,235
24/11/2024 11:39,217
24/11/2024 12:39,211
24/11/2024 13:39,167
24/11/2024 14:39,187
24/11/2024 15:39,133
24/11/2024 16:39,160
24/11/2024 17:39,124
24/11/2024 18:39,126
24/11/2024 19:39,122
24/11/2024 20:39,97
24/11/2024 21:39,120
24/11/2024 22:39,68
24/11/2024 23:39,76
25/11/2024 00:39,70
25/11/2024 01:39,65
25/11/2024 02:39,63
25/11/2024 03:39,60
25/11/2024 04:39,76
25/11/2024 05:39,53
25/11/2024 06:39,60
25/11/2024 07:39,60
25/11/2024 08:39,63
25/11/2024 09:39,60
25/11/2024 10:39,65
25/11/2024 11:39,70
25/11/2024 12:39,60
25/11/2024 13:39,47
25/11/2024 14:39,58
25/11/2024 15:39,60
25/11/2024 16:39,72
25/11/2024 17:39,54
25/11/2024 18:39,63
25/11/2024 19:39,68
25/11/2024 20:39,74
25/11/2024 21:39,70
25/11/2024 22:39,58
25/11/2024 23:39,81
26/11/2024 00:39,79
26/11/2024 01:39,68
26/11/2024 02:39,79
26/11/2024 03:39,74
26/11/2024 03:39,74
26/11/2024 03:39,74
26/11/2024 04:39,90
26/11/2024 05:39,65
26/11/2024 06:39,84
26/11/2024 07:39,90
26/11/2024 08:39,74
26/11/2024 09:39,84
26/11/2024 10:39,58
26/11/2024 11:39,83
26/11/2024 12:39,61
26/11/2024 13:39,58
26/11/2024 14:39,81
26/11/2024 15:39,95
26/11/2024 16:39,92
26/11/2024 17:39,70
26/11/2024 18:39,108
26/11/2024 19:39,102
26/11/2024 20:39,76
26/11/2024 21:39,86
26/11/2024 22:39,106
26/11/2024 23:39,84
27/11/2024 00:39,109
27/11/2024 01:39,118
27/11/2024 02:39,97
27/11/2024 03:39,81
27/11/2024 04:39,97
27/11/2024 05:39,97
27/11/2024 06:39,93
27/11/2024 07:39,97
27/11/2024 08:39,97
27/11/2024 09:39,90
27/11/2024 10:39,106
27/11/2024 11:39,99
27/11/2024 12:39,97
27/11/2024 13:39,117
27/11/2024 14:39,81
27/11/2024 15:39,118
27/11/2024 16:39,100
27/11/2024 17:39,86
27/11/2024 18:39,70
27/11/2024 19:39,40
27/11/2024 20:39,47
27/11/2024 21:39,81
27/11/2024 22:39,102
27/11/2024 23:39,99
28/11/2024 00:39,124
28/11/2024 01:39,127
28/11/2024 02:39,133
28/11/2024 03:39,164
28/11/2024 04:39,106
28/11/2024 05:39,122
28/11/2024 06:39,133
28/11/2024 07:39,92
28/11/2024 08:39,97
28/11/2024 09:39,76
28/11/2024 10:39,92
28/11/2024 11:39,79
28/11/2024 12:39,97
28/11/2024 13:39,60
28/11/2024 14:39,65
28/11/2024 15:39,68
28/11/2024 16:39,102
28/11/2024 17:39,67
28/11/2024 18:39,93
28/11/2024 19:39,76
28/11/2024 20:39,81
28/11/2024 21:39,88
28/11/2024 22:39,111
28/11/2024 23:39,104
29/11/2024 00:39,81
29/11/2024 01:39,81
29/11/2024 02:39,126
29/11/2024 03:39,92
29/11/2024 04:39,122
29/11/2024 05:39,102
29/11/2024 06:39,138
29/11/2024 07:39,142
29/11/2024 08:39,149
29/11/2024 09:39,131
29/11/2024 10:39,153
29/11/2024 11:39,184
29/11/2024 12:39,162
29/11/2024 13:39,162
29/11/2024 14:39,127
29/11/2024 15:39,120
29/11/2024 16:39,97
29/11/2024 17:39,120
29/11/2024 18:39,135
29/11/2024 19:39,117
29/11/2024 20:39,109
29/11/2024 21:39,129
29/11/2024 22:39,124
29/11/2024 23:39,147
30/11/2024 00:39,138
30/11/2024 01:39,126
30/11/2024 02:39,151
30/11/2024 03:39,158
30/11/2024 04:39,131
30/11/2024 05:39,120
30/11/2024 06:39,81
30/11/2024 07:39,118
30/11/2024 08:39,165
30/11/2024 09:39,124
30/11/2024 10:39,109
30/11/2024 11:39,113
30/11/2024 12:39,118
